rank,aclj.org,advocate.com,alternet.org,americannews.com,americanthinker.com,billmoyers.com,bizpacreview.com,blackamericaweb.com,bluenationreview.com,breitbart.com,charismanews.com,commondreams.org,conservativepost.com,conservativetribune.com,dailycaller.com,dailykos.com,dailysignal.com,democracynow.org,ecowatch.com,forwardprogressives.com,freebeacon.com,globalgrind.com,gopthedailydose.com,grist.org,headlinepolitics.com,hotair.com,ifyouonlynews.com,ijr.com,infowars.com,investors.com,legalinsurrection.com,lgbtqnation.com,libertynews.com,lifenews.com,{lifesitenews.com},lifesitenews.com,lifezette.com,lovebscott.com,madamenoire.com,madworldnews.com,mediamatters.org,mic.com,motherjones.com,nationalreview.com,nation.foxnews.com,newrepublic.com,newsone.com,occupydemocrats.com,pamelageller.com,pjmedia.com,politicususa.com,radio.foxnews.com,redstate.com,reverbpress.com,rightwingwatch.org,{rushlimbaugh.com},rushlimbaugh.com,salon.com,slate.com,sonsoflibertymedia.com,takepart.com,talkingpointsmemo.com,tampabay.com,teaparty.org,theblaze.com,thegatewaypundit.com,thegrio.com,thenation.com,thenewcivilrightsmovement.com,thepoliticalinsider.com,theroot.com,thinkprogress.org,townhall.com,trofire.com,truthdig.com,truth-out.org,twitchy.com,washingtonexaminer.com,{weeklystandard.com},weeklystandard.com,westernjournalism.com,{wnd.com},wnd.com,youngcons.com,terms,tfidf
517,0,29,33,2,9,8,48,9,5,53,0,6,3,28,45,12,8,69,2,14,14,14,5,4,20,10,22,7,6,0,10,9,0,38,0,23,11,5,61,51,3,0,0,18,3,10,11,2,3,5,14,0,27,16,3,0,2,2,84,36,5,3,2,35,24,7,16,2,2,19,30,24,9,3,9,6,3,0,0,0,35,0,20,30,im_glad,0.0155720036112
518,0,12,11,30,7,7,46,82,3,55,6,11,13,44,21,17,3,8,1,0,30,41,15,0,8,1,22,15,4,0,3,9,0,4,0,5,9,6,29,5,26,43,2,3,5,3,94,9,2,6,21,2,3,8,5,0,1,9,11,1,10,24,13,50,21,10,48,2,19,49,55,18,15,5,10,2,7,69,0,7,45,0,14,30,first_lady_michelle_obama,0.0155019646144
519,0,0,17,1,68,7,48,0,1,56,6,21,9,7,11,9,2,6,1,1,10,0,6,2,8,9,6,1,2,2,8,1,0,4,0,5,4,0,0,4,12,1,3,5,9,9,0,1,4,3,22,2,94,9,5,0,18,2,13,62,0,9,2,34,14,21,0,6,5,5,0,6,55,2,14,6,9,9,0,11,10,0,11,17,left_wing,0.0155019646144
520,0,3,28,2,29,7,26,0,1,39,5,15,0,41,17,16,0,26,3,24,7,0,3,9,14,28,13,1,3,0,2,0,0,0,0,0,17,0,0,2,7,2,6,44,4,10,3,1,0,12,18,1,17,7,5,0,28,4,48,12,0,19,6,100,19,5,1,4,9,11,5,6,26,7,27,15,6,57,0,19,32,0,12,22,third-party_candidate,0.0154786182822
521,0,3,61,0,62,3,16,0,16,106,3,72,8,16,43,20,2,20,6,1,32,0,4,1,5,14,5,5,12,2,3,1,0,0,0,0,10,0,1,6,11,6,12,24,8,8,2,5,3,11,11,0,15,5,0,0,6,0,8,2,0,9,5,76,6,3,4,1,1,8,4,8,26,13,41,26,8,43,0,7,34,0,29,5,speaking_fees,0.0154786182822
522,0,16,69,6,9,24,18,35,2,68,14,53,6,50,16,20,2,170,0,1,6,43,10,2,4,4,34,0,11,0,1,3,0,2,0,3,2,21,42,59,15,90,28,17,2,2,113,9,10,6,8,1,8,30,2,0,2,0,36,12,4,22,11,101,40,33,49,10,7,9,102,48,11,10,22,39,20,16,0,1,32,0,16,35,alton_sterling,0.0154786182822
523,0,1,31,0,43,7,18,0,1,57,0,6,0,23,10,28,1,4,0,0,4,1,5,0,5,53,1,1,3,1,6,1,0,3,0,0,47,0,0,7,3,10,12,56,6,14,0,5,0,9,15,2,43,4,4,0,33,0,30,0,0,41,9,49,3,5,0,2,3,8,1,2,37,6,5,13,3,71,0,9,13,0,10,18,ground_game,0.0154552719499
524,9,37,58,2,36,7,22,5,1,23,68,28,9,22,19,14,8,23,8,9,7,1,4,2,5,4,13,13,2,1,9,25,0,50,0,50,12,0,6,7,10,13,9,17,3,13,10,3,31,19,28,2,17,20,18,0,2,1,26,46,29,12,9,23,17,7,10,2,28,2,8,74,7,5,22,24,2,22,0,1,17,0,40,5,religious_leaders,0.0154552719499
525,5,0,3,0,55,2,0,0,0,5,101,0,19,9,0,0,0,6,0,1,32,0,2,0,2,1,1,0,0,0,71,0,0,0,0,0,0,0,0,23,0,0,0,15,1,0,0,0,71,23,4,0,6,1,1,0,0,0,7,5,1,16,0,11,3,17,0,2,0,3,0,0,8,0,12,6,0,16,0,2,58,0,95,1,temple_mount,0.0154085792854
526,6,22,29,5,27,7,25,5,0,30,22,10,7,62,16,20,4,7,4,1,12,17,6,2,11,3,11,30,7,0,0,11,0,10,0,24,9,3,10,155,6,18,3,4,1,10,7,2,22,11,4,1,2,6,3,0,1,0,26,38,11,5,12,13,21,9,16,4,9,6,32,11,4,4,7,10,5,15,0,0,23,0,5,8,young_boy,0.0154085792854
527,0,8,37,8,22,6,37,11,2,45,24,14,13,27,31,12,1,16,14,5,10,19,7,13,9,5,16,12,11,4,5,8,0,10,0,27,9,15,37,60,5,22,6,8,3,8,9,8,26,8,12,2,11,12,3,0,14,2,58,17,12,10,24,37,14,13,15,4,2,18,17,24,13,5,10,11,15,15,0,2,18,0,24,25,stay_away,0.0154085792854
528,2,8,53,3,18,8,29,5,5,48,14,15,3,46,25,20,7,19,3,6,12,9,1,9,4,33,18,10,8,3,3,1,0,15,0,18,10,1,26,26,23,13,11,21,4,33,6,2,8,10,44,3,18,15,3,0,36,4,97,10,12,24,39,32,14,20,6,15,4,11,15,14,16,3,10,15,8,20,0,22,31,0,23,14,sounded_like,0.0153852329532
529,2,1,23,0,36,13,28,1,4,23,8,27,4,47,15,18,11,33,3,1,25,0,3,2,11,9,8,1,4,5,1,3,1,5,0,7,19,0,0,9,12,2,12,26,4,2,0,4,1,13,10,3,21,10,3,0,2,0,5,5,2,46,8,82,26,11,6,2,8,15,5,15,15,2,13,18,11,99,0,5,25,0,10,11,november_election,0.0153852329532
530,2,0,27,5,42,7,9,0,0,22,40,44,37,41,16,1,6,41,1,3,41,0,12,1,3,8,4,12,8,0,9,0,0,1,0,0,7,0,1,8,0,7,5,8,9,3,1,0,14,21,14,1,0,5,3,0,1,3,18,25,1,5,0,15,9,20,1,8,3,15,1,21,23,6,28,28,4,70,0,14,44,0,17,19,israeli_prime_minister_benjamin_netanyahu,0.0153618866209
531,11,26,54,11,43,23,20,7,1,34,27,49,5,18,27,29,17,38,29,11,10,5,4,41,3,7,10,8,17,15,5,12,0,13,0,25,14,10,30,20,14,36,18,25,4,22,19,4,3,10,17,1,19,27,1,0,10,4,70,24,27,13,27,48,19,2,14,8,4,9,15,57,13,20,8,53,4,40,0,7,32,0,16,17,right_direction,0.0153385402887
532,1,14,60,6,22,2,24,12,0,37,14,20,13,23,35,24,11,30,19,5,8,19,5,22,3,15,17,13,13,4,2,6,0,20,0,21,11,11,41,38,20,45,22,16,9,17,15,6,13,14,7,1,12,12,3,0,25,4,115,20,32,27,72,50,21,14,19,6,9,11,22,31,8,2,13,12,8,28,0,8,31,0,13,16,20_minutes,0.0153385402887
533,2,16,30,2,63,7,16,16,0,33,20,21,3,13,25,22,17,19,10,2,18,4,4,14,8,5,27,16,12,12,5,7,0,35,0,39,6,7,37,44,10,11,12,10,1,11,12,2,3,7,20,4,21,10,4,0,1,0,33,23,16,15,28,29,28,8,9,0,17,10,16,39,11,26,9,30,4,34,0,10,13,0,33,8,best_interest,0.0153151939564
534,0,0,49,4,45,19,51,22,0,50,6,21,6,38,17,44,5,35,1,2,4,5,11,2,9,6,17,14,20,0,0,1,0,2,0,0,20,1,9,27,15,73,26,6,7,12,27,0,4,7,15,4,9,9,16,0,28,2,49,18,45,28,2,46,27,42,50,4,10,11,3,35,23,8,11,56,1,4,0,4,11,0,55,13,ferguson_missouri,0.0152918476242
535,0,0,0,7,33,0,14,0,0,141,2,0,7,31,19,2,6,0,0,0,4,0,20,0,3,12,1,3,2,0,2,0,1,0,0,0,12,0,0,6,14,0,0,26,6,3,0,0,0,11,2,0,17,0,4,0,17,0,0,16,0,4,0,71,3,12,0,0,0,9,0,1,18,0,0,0,6,17,0,7,33,0,45,16,executive_amnesty,0.0152918476242
536,0,2,14,15,96,2,18,1,0,51,8,9,10,15,14,5,5,5,0,3,5,0,4,0,1,3,1,7,11,0,4,1,0,0,0,1,8,0,0,124,17,9,2,15,3,2,1,2,36,8,5,1,13,8,5,0,5,0,12,36,6,4,2,51,3,4,0,3,2,2,2,22,4,5,5,7,2,6,0,2,12,0,41,11,muslim_population,0.0152918476242
537,11,3,22,7,34,11,14,0,2,48,8,40,4,27,28,20,3,58,4,15,20,1,7,3,3,9,16,10,20,0,2,2,0,6,0,10,4,1,4,24,22,10,13,30,5,5,7,4,13,11,52,1,21,19,16,0,21,0,34,55,7,9,2,54,12,6,1,7,3,9,2,28,15,23,20,43,2,27,1,15,22,0,20,14,united_states_government,0.0152451549597
538,1,0,5,2,34,3,21,0,0,42,1,7,7,12,53,5,2,2,3,2,32,0,3,1,2,31,2,1,4,0,23,1,0,3,0,0,9,0,0,1,19,0,5,41,9,0,2,0,4,17,2,0,14,1,0,0,4,0,5,15,1,9,1,59,6,2,0,5,3,11,3,7,34,2,0,2,8,67,0,21,25,0,23,9,federal_records,0.0152451549597
539,0,0,43,0,274,27,6,0,0,33,5,41,3,1,11,4,3,13,1,0,3,0,3,0,2,4,1,0,3,1,3,0,0,0,0,3,10,0,0,7,4,2,2,29,3,6,0,3,1,1,3,0,15,4,3,0,108,0,14,13,0,2,0,18,5,3,0,2,0,3,2,4,14,6,27,49,0,8,0,13,12,0,30,1,ruling_class,0.0152218086274
540,1,1,22,2,39,8,14,5,3,38,15,11,4,16,44,13,0,3,2,1,30,6,1,1,2,38,2,4,10,2,7,3,0,1,0,5,9,6,13,15,20,5,19,31,13,9,1,2,3,9,6,1,43,10,0,0,4,5,39,7,0,18,7,59,13,4,6,4,4,10,4,6,27,2,11,14,4,72,0,8,17,0,14,15,inner_circle,0.0151984622952
541,0,3,0,0,0,0,89,1,0,13,0,2,1,6,26,4,0,0,1,1,3,12,1,0,3,15,4,64,1,0,9,0,0,3,0,12,0,1,0,6,1,0,0,0,90,0,6,0,1,0,0,0,11,21,0,0,0,0,12,2,1,8,0,1,0,5,0,0,22,20,0,0,1,7,1,2,207,1,0,3,33,0,1,23,october_29_2015,0.0151984622952
542,0,1,69,2,39,26,25,1,7,56,0,76,8,3,52,8,1,41,5,8,40,0,4,6,10,19,16,0,6,0,22,3,0,23,0,10,12,1,1,2,2,0,0,49,8,41,11,6,2,4,25,1,19,18,2,0,1,2,44,3,1,9,0,70,14,17,5,16,0,12,8,38,24,10,62,0,7,0,0,6,28,0,35,16,democratic_partys,0.0151751159629
543,2,10,49,1,45,17,10,5,1,27,21,51,8,7,42,16,15,14,32,4,27,9,3,23,1,7,4,10,8,63,4,5,0,59,0,8,10,7,4,5,34,17,22,15,5,9,8,3,5,10,22,0,10,14,2,0,9,4,44,36,16,6,35,42,5,9,1,12,3,7,11,60,13,8,16,39,2,32,0,13,12,0,34,7,since_2009,0.0151517696307
544,1,24,40,1,21,12,7,8,3,50,15,49,5,12,26,17,15,15,20,5,33,8,3,19,4,10,7,1,24,23,4,16,0,18,0,44,7,3,7,12,10,9,25,28,1,14,12,1,14,13,9,1,10,10,8,0,5,0,43,19,11,13,18,70,18,9,5,13,7,5,4,57,16,3,24,27,6,29,0,9,20,0,31,8,last_october,0.0151284232984
545,0,22,11,0,1,0,125,2,0,37,0,5,0,19,22,16,0,0,0,0,0,4,3,0,1,9,23,0,17,1,8,2,0,0,0,18,0,0,2,1,10,0,12,0,0,4,1,11,5,8,15,0,6,21,0,0,0,0,5,0,0,7,1,36,19,43,1,0,13,15,8,0,8,0,2,1,194,3,0,2,23,0,0,24,september_16_2016,0.0151284232984
546,1,0,0,0,2,0,1,0,0,2,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,433,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,selling_aborted_baby_body,0.0151265419304
547,1,14,55,1,29,21,35,0,4,58,5,42,2,23,37,14,2,9,10,3,19,2,2,9,6,15,18,12,11,1,5,6,0,11,0,10,6,1,2,20,79,26,21,19,4,16,17,5,9,6,21,1,8,15,1,0,24,7,72,8,16,30,7,56,24,14,4,6,14,14,42,28,10,20,11,32,19,56,0,10,19,0,18,17,boston_globe,0.0151050769662
548,0,42,30,0,71,4,5,0,1,9,13,3,1,11,16,20,11,2,0,4,5,0,0,3,0,29,1,4,0,0,2,33,0,6,0,140,12,0,3,0,8,14,14,79,2,15,2,3,0,9,29,1,25,12,29,0,2,0,44,24,0,12,5,19,7,2,0,3,4,2,0,27,6,2,6,5,0,70,0,22,25,0,11,6,social_conservatives,0.0151050769662
549,0,4,1,1,5,0,44,1,6,11,1,9,0,3,22,10,0,0,0,0,0,20,0,1,0,17,13,0,12,1,1,11,0,5,0,16,0,0,2,11,41,0,9,4,0,2,4,17,10,7,13,0,3,14,0,0,0,0,6,2,0,3,0,29,15,11,0,0,24,16,8,0,3,0,0,0,327,14,0,0,17,0,0,38,august_9_2016,0.0150817306339
550,0,7,20,3,9,9,25,11,2,46,39,13,13,21,30,19,2,20,9,1,17,39,5,9,7,23,17,16,13,20,4,7,0,23,0,18,5,40,41,43,4,19,15,12,3,11,6,1,5,8,12,5,15,9,12,0,20,1,53,20,7,14,25,34,15,10,15,3,9,6,13,14,10,6,7,17,16,25,0,8,19,0,17,15,getting_ready,0.0150583843017
551,0,23,43,10,26,12,21,12,3,36,19,23,2,31,36,20,8,31,16,11,8,21,7,11,12,12,21,12,2,4,1,4,0,44,0,31,9,11,101,47,18,33,9,18,1,11,14,1,3,10,15,4,13,13,3,0,14,4,74,12,26,14,26,38,11,5,13,7,7,20,20,31,18,9,13,25,4,28,0,9,24,0,18,17,taking_care,0.0150583843017
552,1,7,45,4,36,23,17,13,1,42,20,15,4,24,29,22,12,28,17,7,15,7,3,6,7,23,5,11,5,11,4,6,0,9,0,15,10,5,8,16,31,26,18,20,3,13,11,2,11,6,14,3,9,15,4,0,6,3,56,16,21,27,24,57,19,5,16,7,4,6,16,34,31,6,18,38,1,62,0,7,17,0,40,8,dating_back,0.0150583843017
553,4,4,51,11,51,29,7,0,0,30,17,84,7,21,25,22,3,43,3,5,19,3,7,3,0,4,13,4,29,0,8,2,0,0,0,3,8,0,2,12,15,5,11,43,2,8,6,3,16,20,19,0,28,21,4,0,33,1,27,42,1,17,2,27,18,4,1,6,10,15,1,26,21,12,40,60,0,36,0,34,14,0,12,9,mass_destruction,0.0150350379694
554,0,3,22,1,33,3,15,0,0,43,9,17,8,33,18,12,2,14,1,7,14,0,3,0,4,11,5,4,12,1,5,1,0,16,0,4,17,0,0,17,17,4,9,31,7,10,3,4,2,7,24,2,29,14,10,1,15,0,25,17,0,16,4,59,11,10,1,3,13,14,2,8,18,6,13,9,10,53,0,16,26,0,24,21,hillary_clinton_would,0.0150116916372
555,0,5,33,6,11,15,21,10,6,47,0,12,12,26,37,18,2,36,5,18,14,15,9,26,13,80,30,4,14,3,7,9,0,11,0,6,5,11,29,32,1,0,0,38,0,10,20,2,2,5,10,2,32,21,3,0,0,0,164,22,24,5,2,36,12,6,9,5,2,16,18,23,11,10,8,3,10,0,0,4,17,0,20,49,youll_see,0.0149883453049
556,0,11,59,1,22,15,13,1,1,44,23,48,3,14,42,21,6,12,21,3,17,0,1,8,7,19,12,1,6,1,2,5,0,13,0,9,22,2,9,4,25,0,10,41,5,12,10,0,1,11,16,0,7,10,2,0,0,6,51,7,22,17,25,70,5,8,1,10,4,8,6,50,21,4,14,30,3,101,0,18,34,0,25,7,54_percent,0.0149883453049
557,2,8,5,4,25,0,17,1,1,55,10,4,5,15,27,1,3,2,1,1,47,0,5,0,4,8,5,3,17,0,11,12,0,1,0,5,6,3,0,16,6,12,5,13,11,6,4,0,63,11,3,2,3,1,0,0,4,0,15,21,0,5,9,52,18,16,4,3,1,4,3,14,32,0,10,2,16,23,0,11,16,0,25,15,pledged_allegiance,0.0149883453049
558,0,1,28,3,45,7,18,0,2,63,7,23,5,26,22,9,32,10,1,5,45,1,8,3,5,6,4,1,13,12,2,0,0,2,0,9,19,1,3,7,12,4,6,14,5,8,0,2,5,9,11,0,13,7,1,0,9,0,23,23,1,9,4,72,10,6,1,4,3,12,1,11,14,5,6,14,4,38,0,20,11,0,21,6,foreign_countries,0.0149883453049
559,0,2,15,2,13,7,20,0,1,58,0,12,7,10,59,4,0,6,2,1,139,0,13,0,5,14,5,1,14,0,9,5,0,9,0,0,11,0,0,4,4,0,0,12,9,0,10,0,6,3,14,2,12,4,1,0,1,3,2,7,0,12,0,92,4,8,1,1,0,22,5,4,7,2,15,0,2,0,0,3,18,0,29,16,clintons_presidential_campaign,0.0149649989727
560,0,4,14,9,6,7,5,2,0,23,17,5,2,5,10,8,2,2,2,2,6,4,0,4,3,4,2,4,6,407,2,1,0,6,0,3,9,5,7,17,6,7,4,8,1,4,5,2,0,3,4,1,6,8,0,0,4,3,11,24,8,1,9,10,2,1,3,2,4,4,9,16,4,10,8,13,2,5,0,3,4,0,8,5,all-time_high,0.0149649989727
561,0,10,43,2,51,6,16,2,1,15,24,21,4,30,12,20,1,4,12,1,5,3,1,10,4,23,7,19,7,13,8,2,0,23,0,28,15,0,26,33,8,19,4,24,6,26,0,1,0,5,6,2,11,3,2,0,5,2,59,20,14,9,12,16,16,2,5,6,5,3,85,24,10,12,7,15,6,120,0,12,23,0,18,8,may_find,0.0149649989727
562,1,14,37,8,41,17,31,4,2,35,32,35,5,35,27,11,6,33,16,2,16,7,7,4,3,9,22,16,11,3,7,5,0,8,0,6,7,6,29,47,12,25,10,20,4,13,10,7,12,12,32,1,25,12,2,0,7,4,45,23,8,15,15,29,9,5,12,5,9,9,14,25,13,8,18,42,12,23,0,8,20,0,20,28,take_responsibility,0.0149649989727
563,1,28,33,1,39,9,16,2,2,38,15,28,1,29,30,25,12,19,6,2,22,4,6,7,3,9,12,8,14,5,5,12,1,26,0,42,11,1,6,26,24,10,25,19,5,21,6,4,15,6,10,2,5,12,2,0,3,0,44,11,17,33,17,41,15,14,12,4,10,8,15,51,16,13,11,31,3,41,0,19,22,0,22,13,would_no_longer,0.0149416526404
564,4,7,4,0,5,0,107,1,3,13,2,9,1,18,32,2,0,1,0,0,2,8,0,0,3,23,13,0,13,0,10,0,0,0,0,12,0,1,2,12,11,3,2,0,1,2,0,2,5,5,8,2,9,1,0,0,0,0,14,2,1,8,0,52,18,12,3,0,13,2,3,5,13,0,4,1,199,2,0,1,35,0,4,21,july_5_2016,0.0149416526404
565,8,19,39,3,34,2,22,18,0,44,13,4,3,35,61,21,3,8,2,2,11,31,11,4,9,6,6,13,5,3,2,16,0,6,0,23,7,29,44,49,14,19,12,15,4,22,17,8,4,9,6,2,24,4,5,0,3,3,77,23,6,11,39,50,13,3,11,5,3,13,22,34,8,3,6,14,6,26,0,3,16,0,37,10,hotel_room,0.0149416526404
566,0,16,58,3,26,9,18,13,0,30,26,8,3,28,20,30,15,8,6,3,15,9,8,5,3,7,12,13,8,3,0,4,0,121,0,56,9,5,32,62,6,20,22,4,3,18,10,3,6,10,5,0,3,4,2,0,10,0,45,50,15,17,43,23,13,3,7,10,6,1,17,54,5,4,12,32,1,8,0,2,12,0,4,7,emergency_room,0.0149183063082
567,0,3,29,1,30,7,13,0,9,43,29,42,0,19,14,8,4,41,2,13,2,1,4,3,1,8,11,0,35,79,2,1,0,0,0,2,17,0,0,2,6,19,5,22,3,9,5,4,8,3,6,2,6,16,2,0,31,2,39,44,1,11,4,117,3,15,0,10,4,0,5,14,14,3,21,14,6,19,0,12,21,0,3,5,brexit_vote,0.0149183063082
568,3,17,56,3,48,14,9,3,0,32,32,65,5,22,25,9,16,44,65,1,14,9,1,38,2,1,6,25,37,28,0,12,0,39,0,63,16,12,16,16,2,34,17,13,1,11,2,1,7,13,6,4,3,10,1,0,3,1,98,28,77,10,10,43,17,7,15,4,10,4,11,18,14,8,30,79,5,9,0,4,6,0,15,5,new_zealand,0.0148949599759
569,0,0,0,1,31,1,27,0,0,32,6,0,4,11,96,2,0,1,0,1,38,0,11,0,3,29,0,0,4,0,7,0,0,0,0,0,10,0,0,3,14,0,2,5,18,0,0,0,6,9,0,3,15,4,0,0,0,0,2,3,0,1,1,58,15,4,0,0,0,8,0,0,24,2,0,0,41,70,0,7,14,0,8,16,bryan_pagliano,0.0148716136437
570,0,3,23,2,14,15,37,1,2,59,7,35,14,21,24,9,2,24,4,5,13,4,3,2,8,6,6,13,4,1,6,2,1,3,0,6,15,0,0,17,19,13,2,9,15,5,28,1,1,14,18,7,8,20,0,0,3,0,19,8,4,30,5,45,14,8,3,10,16,21,7,12,8,18,22,24,7,75,0,20,42,0,23,32,2016_presidential_race,0.0148482673114
571,1,3,31,6,42,9,7,0,0,28,12,104,10,20,16,4,13,44,4,1,68,0,3,0,2,15,0,6,100,0,6,0,0,0,0,0,10,0,0,9,2,11,6,35,4,4,0,6,13,12,3,3,8,8,2,0,1,4,52,18,2,2,0,38,2,5,0,25,0,3,0,12,6,1,146,45,1,23,0,40,19,0,25,6,bashar_al-assad,0.0148482673114
572,2,29,45,2,39,23,13,7,5,38,23,50,3,16,48,24,9,15,39,6,34,10,9,27,3,14,6,3,16,23,10,15,0,13,0,42,7,2,10,7,9,11,41,18,4,18,10,3,13,7,15,0,6,17,2,0,2,6,45,16,21,9,9,64,10,9,8,11,5,5,13,76,24,7,40,37,2,25,0,9,9,0,29,10,last_december,0.0148482673114
573,0,4,22,8,15,0,19,12,0,122,0,10,12,34,32,12,0,66,1,0,3,14,28,7,6,2,2,2,5,0,1,5,0,0,0,1,7,0,13,41,20,24,21,5,2,10,42,2,6,9,4,1,6,0,4,0,8,4,12,25,2,3,3,78,13,13,23,9,0,17,31,16,9,4,19,70,7,4,0,0,27,0,37,30,black_panther_party,0.0148249209792
574,0,3,12,2,16,3,3,0,4,32,4,17,0,21,12,15,5,1,0,2,10,0,5,0,11,73,11,5,5,34,8,2,0,1,0,2,20,0,1,1,3,5,10,32,2,6,1,1,0,13,30,5,60,7,0,0,12,2,33,0,5,32,8,26,7,10,1,7,15,6,1,5,45,1,13,6,4,79,0,23,24,0,7,9,double_digits,0.0148015746469
575,5,1,41,2,115,14,6,0,0,32,13,33,5,14,34,9,2,33,9,0,12,0,2,6,2,4,3,7,15,10,6,5,0,0,0,21,6,0,0,15,4,8,5,37,7,15,1,0,21,18,3,0,14,8,6,0,9,0,36,32,11,7,1,39,13,10,1,9,3,3,4,12,13,7,24,44,3,12,0,17,9,0,44,5,western_europe,0.0148015746469
576,0,9,66,1,9,14,38,5,6,61,0,19,9,21,37,20,1,57,2,29,12,17,9,20,3,13,27,9,14,0,7,3,1,23,0,10,7,6,180,9,5,0,1,23,2,14,4,5,7,6,27,1,32,20,18,0,0,6,96,24,8,13,0,44,28,18,17,6,2,6,33,23,14,5,51,1,4,0,0,2,31,0,38,59,im_talking,0.0147782283147
577,0,1,39,3,40,11,23,0,0,46,2,8,9,19,21,9,1,0,1,1,2,0,3,1,7,10,7,5,9,1,0,1,0,1,0,2,7,0,0,20,1,3,3,14,3,10,3,4,0,3,28,0,8,11,2,0,18,0,14,4,5,7,2,19,1,3,0,0,5,6,3,1,8,5,2,3,4,275,0,16,8,0,10,2,silent_majority,0.0147782283147
578,0,0,9,0,9,11,14,1,6,28,24,12,2,35,17,18,15,0,5,1,12,2,0,1,11,8,0,3,5,13,2,5,1,3,0,1,54,4,6,2,3,21,0,2,8,0,2,2,5,4,101,0,1,3,0,0,1,27,22,6,7,11,31,127,20,2,8,1,4,8,18,3,19,1,15,3,4,102,0,1,31,0,23,9,nov_8,0.0147548819824
579,0,13,12,6,20,4,30,9,1,66,14,1,6,22,36,12,3,3,5,5,12,13,10,1,5,7,15,4,2,1,5,8,0,3,0,6,7,7,2,11,22,11,11,10,3,6,7,1,3,4,10,0,15,8,35,0,0,4,22,15,3,56,5,71,19,3,10,0,3,17,11,45,17,6,15,4,5,63,0,3,51,0,44,12,radio_interview,0.0147315356502
580,23,4,34,2,32,8,25,0,10,36,9,5,2,41,37,35,1,7,1,19,11,3,9,0,6,5,58,33,1,2,2,3,0,0,0,1,6,0,0,12,48,8,20,23,9,15,5,16,1,4,8,1,9,14,7,0,24,0,31,12,0,32,21,11,14,18,1,4,18,6,3,17,15,7,14,4,2,57,0,20,59,0,27,23,war_hero,0.0147315356502
581,1,17,123,3,26,2,40,8,1,99,12,7,8,8,32,26,0,43,17,36,4,2,7,3,11,6,126,28,6,0,6,2,0,9,0,7,4,3,6,7,3,4,2,18,7,6,0,8,5,5,35,1,8,9,1,0,7,1,17,10,2,8,3,36,34,18,9,8,27,10,8,8,19,30,14,6,11,26,0,5,34,0,24,28,bill_maher,0.0147081893179
582,0,0,3,0,15,1,7,0,0,10,18,6,4,6,2,6,29,0,1,0,0,0,5,2,2,5,2,4,2,0,3,0,0,0,0,3,4,0,0,1,4,12,16,1,10,0,0,0,3,46,0,0,9,6,7,0,1,0,6,3,0,3,5,26,32,4,0,0,0,7,5,8,4,1,1,6,0,152,0,1,133,0,63,15,sen_ted_cruz_r-texas,0.0147081893179
583,34,0,1,3,90,0,11,0,0,16,2,0,1,18,34,0,9,0,0,0,14,0,1,0,4,16,3,11,5,0,19,0,0,1,0,5,5,0,0,1,3,0,0,37,5,0,0,1,0,13,1,0,4,0,1,0,20,0,1,20,0,4,0,26,1,18,0,0,2,13,0,1,26,0,0,0,20,68,0,6,20,0,22,10,lois_lerner,0.0146848429856
584,0,6,50,4,49,8,17,2,6,28,18,23,3,28,25,24,2,7,16,11,7,6,1,20,2,25,18,9,10,13,4,1,0,16,0,16,8,1,24,39,4,26,12,27,0,20,6,4,2,13,18,0,8,9,5,0,47,1,89,23,18,4,17,32,4,0,3,5,8,6,7,24,15,10,11,15,12,23,0,15,20,0,24,34,another_reason,0.0146848429856
585,0,16,27,0,57,7,10,1,1,36,3,10,7,25,25,19,0,3,6,17,16,0,4,5,5,18,30,20,5,1,8,8,0,3,0,3,11,0,0,1,26,8,11,35,10,22,3,1,0,12,87,3,21,30,2,0,22,0,36,3,0,27,12,17,8,10,5,3,8,11,3,41,18,13,9,6,1,94,0,24,42,0,19,20,republican_field,0.0146614966534
586,0,13,18,45,16,5,25,4,1,36,16,13,9,42,36,8,8,9,6,0,51,17,6,5,7,4,9,28,1,4,2,8,0,15,0,13,13,5,2,31,10,23,9,8,5,9,24,4,17,3,1,0,3,8,4,0,1,2,21,9,21,13,8,36,19,5,6,3,6,3,7,50,4,5,5,14,1,56,0,2,27,0,8,13,come_under_fire,0.0146614966534
587,2,20,83,3,43,24,7,7,1,35,23,60,5,13,17,37,12,11,62,3,27,1,4,37,1,13,7,16,13,35,5,10,0,17,0,16,9,6,12,10,12,38,39,40,1,38,3,2,13,7,27,3,16,14,6,0,2,1,151,32,61,11,52,57,8,3,6,21,5,1,14,93,15,14,41,77,0,32,0,26,8,0,22,15,past_decade,0.0146381503211
588,1,19,90,0,34,21,21,3,2,32,16,54,7,13,32,29,11,20,45,4,37,4,0,15,3,12,6,6,10,43,9,6,0,18,0,29,11,4,9,6,28,46,18,16,6,24,5,5,6,19,17,0,4,7,10,0,2,3,83,21,26,12,25,34,15,5,7,17,9,5,12,65,13,12,31,64,3,27,0,18,28,0,44,10,wide_range,0.0146381503211
